ref_organ,scene_node,URL
http://purl.org/ccf/latest/ccf.owl#VHFTrachea,VH_F_trachea_of_respiratory_system,https://ccf-ontology.hubmapconsortium.org/objects/v1.4/3d-vh-f-trachea.glb
http://purl.org/ccf/latest/ccf.owl#VHFUrinaryBladder,VH_F_urinary_bladder,https://ccf-ontology.hubmapconsortium.org/objects/v1.2/VH_F_Urinary_Bladder.glb
http://purl.org/ccf/latest/ccf.owl#VHFUterus,VH_F_uterus,https://ccf-ontology.hubmapconsortium.org/objects/v1.2/VH_F_Uterus.glb
http://purl.org/ccf/latest/ccf.owl#VHMAllenBrain,Allen_brain,https://ccf-ontology.hubmapconsortium.org/objects/v1.2/Allen_M_Brain.glb
http://purl.org/ccf/latest/ccf.owl#VHMBloodVasculature,VH_M_blood_vasculature,https://ccf-ontology.hubmapconsortium.org/objects/v1.2/VH_M_Blood_Vasculature.glb
http://purl.org/ccf/latest/ccf.owl#VHMColon,VH_M_colon,https://ccf-ontology.hubmapconsortium.org/objects/v1.2/SBU_M_Intestine_Large.glb
http://purl.org/ccf/latest/ccf.owl#VHMHeart,VH_M_heart,https://ccf-ontology.hubmapconsortium.org/objects/v1.2/VH_M_Heart.glb
http://purl.org/ccf/latest/ccf.owl#VHMLarynx,VH_M_larynx,https://ccf-ontology.hubmapconsortium.org/objects/v1.4/3d-vh-m-larynx.glb
http://purl.org/ccf/latest/ccf.owl#VHMLeftEye,VH_M_eye_L,https://ccf-ontology.hubmapconsortium.org/objects/v1.4/3d-vh-m-eye-l.glb
http://purl.org/ccf/latest/ccf.owl#VHMLeftKidney,VH_M_left_kidney,https://ccf-ontology.hubmapconsortium.org/objects/v1.2/VH_M_Kidney_L.glb
http://purl.org/ccf/latest/ccf.owl#VHMLeftKnee,VH_M_knee_L,https://ccf-ontology.hubmapconsortium.org/objects/v1.2/VH_M_Knee_L.glb
http://purl.org/ccf/latest/ccf.owl#VHMLeftPalatineTonsil,VH_M_palatine_tonsil_L,https://ccf-ontology.hubmapconsortium.org/objects/v1.4/3d-vh-m-palatine-tonsil-l.glb
http://purl.org/ccf/latest/ccf.owl#VHMLeftUreter,VH_M_ureter_L,https://ccf-ontology.hubmapconsortium.org/objects/v1.2/VH_M_Ureter_L.glb
http://purl.org/ccf/latest/ccf.owl#VHMLiver,VH_M_liver,https://ccf-ontology.hubmapconsortium.org/objects/v1.2/VH_M_Liver.glb
http://purl.org/ccf/latest/ccf.owl#VHMLungV1.1,VH_M_respiratory_system,https://ccf-ontology.hubmapconsortium.org/objects/v1.4/3d-vh-m-lung.glb
http://purl.org/ccf/latest/ccf.owl#VHMLymphNode,Yao_lymph_node,https://ccf-ontology.hubmapconsortium.org/objects/v1.2/NIH_M_Lymph_Node.glb
http://purl.org/ccf/latest/ccf.owl#VHMMainBronchus,VH_M_main_bronchi,https://ccf-ontology.hubmapconsortium.org/objects/v1.4/3d-vh-m-main-bronchus.glb
http://purl.org/ccf/latest/ccf.owl#VHMPancreas,VH_M_pancreas,https://ccf-ontology.hubmapconsortium.org/objects/v1.2/VH_M_Pancreas.glb
http://purl.org/ccf/latest/ccf.owl#VHMPelvis,VH_M_pelvis,https://ccf-ontology.hubmapconsortium.org/objects/v1.2/VH_M_Pelvis.glb
http://purl.org/ccf/latest/ccf.owl#VHMProstate,VH_M_male_reproductive_system,https://ccf-ontology.hubmapconsortium.org/objects/v1.2/VH_M_Prostate.glb
http://purl.org/ccf/latest/ccf.owl#VHMRightEye,VH_M_eye_R,https://ccf-ontology.hubmapconsortium.org/objects/v1.4/3d-vh-m-eye-r.glb
http://purl.org/ccf/latest/ccf.owl#VHMRightKidney,VH_M_right_kidney,https://ccf-ontology.hubmapconsortium.org/objects/v1.2/VH_M_Kidney_R.glb
http://purl.org/ccf/latest/ccf.owl#VHMRightKnee,VH_M_knee_R,https://ccf-ontology.hubmapconsortium.org/objects/v1.2/VH_M_Knee_R.glb
http://purl.org/ccf/latest/ccf.owl#VHMRightPalatineTonsil,VH_M_palatine_tonsil_R,https://ccf-ontology.hubmapconsortium.org/objects/v1.4/3d-vh-m-palatine-tonsil-r.glb
http://purl.org/ccf/latest/ccf.owl#VHMRightUreter,VH_M_ureter_R,https://ccf-ontology.hubmapconsortium.org/objects/v1.2/VH_M_Ureter_R.glb
http://purl.org/ccf/latest/ccf.owl#VHMSkinV1.1,VH_M_skin,https://ccf-ontology.hubmapconsortium.org/objects/v1.2/VH_M_Skin.glb
http://purl.org/ccf/latest/ccf.owl#VHMSmallIntestine,VH_M_small_intestine,https://ccf-ontology.hubmapconsortium.org/objects/v1.2/VH_M_Small_Intestine.glb
http://purl.org/ccf/latest/ccf.owl#VHMSpinalCord,VH_M_spinal_cord,https://ccf-ontology.hubmapconsortium.org/objects/v1.2/VH_M_Spinal_Cord.glb
http://purl.org/ccf/latest/ccf.owl#VHMSpleen,VH_M_spleen,https://ccf-ontology.hubmapconsortium.org/objects/v1.2/VH_M_Spleen.glb
http://purl.org/ccf/latest/ccf.owl#VHMThymus,VH_M_thymus,https://ccf-ontology.hubmapconsortium.org/objects/v1.2/VH_M_Thymus.glb
http://purl.org/ccf/latest/ccf.owl#VHMTrachea,VH_M_trachea_of_respiratory_system,https://ccf-ontology.hubmapconsortium.org/objects/v1.4/3d-vh-m-trachea.glb
http://purl.org/ccf/latest/ccf.owl#VHMUrethra,VH_M_urethra,https://ccf-ontology.hubmapconsortium.org/objects/v1.2/VH_M_Urethra.glb
http://purl.org/ccf/latest/ccf.owl#VHMUrinaryBladder,VH_M_urinary_bladder,https://ccf-ontology.hubmapconsortium.org/objects/v1.2/VH_M_Urinary_Bladder.glb
